Season,DayNum,WTeamID,WScore,LTeamID,LScore,WLoc,NumOT,WFGM,WFGA,WFGM3,WFGA3,WFTM,WFTA,WOR,WDR,WAst,WTO,WStl,WBlk,WPF,LFGM,LFGA,LFGM3,LFGA3,LFTM,LFTA,LOR,LDR,LAst,LTO,LStl,LBlk,LPF
2013,136,1136,53,1375,52,N,0,21,60,6,16,14,19,8,25,13,11,8,1,16,18,63,8,18,16,22,10,15,9,13,5,3,22
2013,136,1258,67,1426,59,N,0,25,54,6,17,12,17,12,30,16,11,7,4,20,22,61,9,20,8,12,13,27,12,10,6,7,21
2013,136,1432,72,1348,67,N,0,31,61,6,16,11,15,6,28,19,15,6,4,13,25,62,13,23,14,18,11,25,16,13,7,1,23
2013,136,1463,63,1304,61,N,0,22,60,8,18,17,21,11,21,11,10,6,3,21,23,54,7,15,17,23,15,17,11,9,7,4,18
2013,136,1219,60,1169,54,N,0,25,61,9,21,16,23,10,25,16,11,9,3,18,18,64,6,13,13,20,15,28,8,9,4,0,20
2013,138,1281,67,1219,58,N,0,28,67,11,22,12,16,10,27,15,20,6,5,19,21,66,10,22,11,15,6,20,14,12,4,3,15
2013,138,1158,64,1463,60,N,0,27,63,6,16,8,12,10,21,14,13,6,3,15,25,61,6,18,12,18,15,24,14,10,4,4,18
2013,138,1366,77,1432,73,N,0,32,68,7,19,15,21,8,27,19,14,8,2,15,25,55,11,25,12,19,7,28,14,16,3,6,20
2013,138,1136,66,1258,65,N,0,26,57,8,25,11,15,7,26,10,11,8,4,14,28,68,5,10,13,17,8,21,17,14,7,2,24
2013,140,1281,64,1136,60,N,0,23,58,10,21,12,16,11,31,9,10,8,2,19,24,56,8,22,10,15,10,23,8,15,5,4,16
2013,140,1366,70,1158,69,N,0,29,65,5,15,10,15,6,28,16,13,4,0,16,25,63,9,22,17,22,14,25,13,7,3,4,18
2013,142,1281,63,1366,60,N,0,27,56,9,18,11,17,13,27,15,10,9,2,17,21,61,7,21,9,14,7,25,11,13,4,2,15
2013,136,1349,81,1450,63,N,0,35,58,8,14,21,24,8,24,21,13,6,5,24,30,50,11,23,9,14,11,22,18,13,6,6,17
2013,136,1345,56,1290,49,N,0,21,60,12,20,13,18,9,21,13,15,7,3,14,19,56,8,16,9,14,7,29,13,11,9,6,18
2013,136,1239,75,1123,74,N,0,24,54,12,23,10,14,14,31,9,19,6,0,22,30,62,10,20,10,13,5,17,10,12,7,5,19
2013,136,1409,63,1466,61,N,0,26,66,4,14,5,7,13,26,14,10,3,1,18,26,67,12,23,8,13,10,22,14,13,6,5,17
2013,136,1403,55,1327,49,N,0,21,62,10,22,15,21,12,31,11,12,5,2,15,17,69,10,20,15,18,7,20,8,18,5,1,20
2013,136,1263,56,1479,52,N,0,23,64,6,14,8,11,13,20,14,12,8,0,11,20,59,5,13,11,15,7,23,11,9,4,4,15
2013,136,1445,68,1374,60,N,0,26,57,7,19,14,17,10,24,14,13,4,6,14,27,64,9,15,10,16,7,16,14,13,6,4,17
2013,136,1277,73,1257,62,N,0,30,62,4,14,18,24,6,31,20,16,7,3,19,29,65,6,14,7,11,10,29,13,14,5,4,21
2013,138,1277,52,1349,46,N,0,22,63,8,17,15,18,11,24,11,16,5,3,17,17,46,12,18,14,17,10,23,7,7,5,2,21
2013,138,1345,55,1445,54,N,0,21,69,7,17,9,12,15,25,9,17,6,0,19,19,56,8,16,15,19,12,31,10,12,6,3,17
2013,138,1239,72,1263,66,N,0,28,54,12,24,4,8,10,21,16,16,6,3,17,25,64,12,26,11,16,8,29,17,10,6,5,15
2013,138,1403,60,1409,52,N,0,24,63,5,18,14,18,5,20,12,16,3,2,17,22,48,8,19,14,19,10,23,10,11,6,1,21
2013,140,1403,62,1277,59,N,0,25,57,4,18,7,11,14,28,10,12,4,6,19,23,72,4,11,10,13,13,23,14,15,5,3,13
2013,140,1345,67,1239,59,N,0,26,76,7,17,17,21,7,19,17,11,5,2,19,24,48,10,20,14,20,9,26,11,14,3,4,12
2013,142,1345,78,1403,68,N,0,30,49,10,22,15,18,6,26,16,14,4,1,18,26,62,10,24,15,21,12,27,14,15,1,7,13
2013,136,1383,64,1415,63,N,0,25,69,5,14,13,19,9,29,14,18,6,5,18,24,63,6,17,18,23,11,22,13,13,6,3,19
2013,136,1353,66,1165,64,N,0,23,56,11,23,14,20,9,17,11,14,2,6,18,27,67,7,15,11,15,8,20,15,12,6,2,21
2013,136,1112,61,1149,60,N,0,20,56,9,22,14,19,7,25,8,11,6,4,15,23,68,7,19,14,17,11,30,12,11,4,4,13
2013,136,1431,60,1284,56,N,0,22,56,9,21,15,20,6,26,14,14,7,5,22,23,54,11,27,13,17,9,33,13,13,8,4,17
2013,136,1224,59,1131,51,N,0,20,54,9,22,13,18,10,25,12,10,4,4,21,16,55,11,20,14,20,6,20,3,13,4,5,16
2013,136,1401,69,1408,61,N,0,25,60,8,18,11,14,16,26,12,13,4,5,19,23,58,10,23,11,14,7,24,10,12,5,6,13
2013,136,1318,77,1316,66,N,0,33,50,13,25,10,14,11,30,17,14,9,5,20,25,57,8,18,11,14,6,18,12,9,5,7,14
2013,136,1472,53,1240,48,N,0,23,65,6,16,14,18,8,19,10,12,9,5,21,17,54,8,15,6,9,8,30,15,12,7,3,14
2013,138,1472,61,1383,53,N,0,26,55,7,21,16,22,3,21,12,15,7,1,16,22,63,7,17,16,23,5,21,12,13,6,4,19
2013,138,1318,67,1353,58,N,0,29,59,9,22,15,19,10,32,16,15,9,5,16,24,64,6,13,18,24,9,27,9,16,5,8,21
2013,138,1112,52,1401,48,N,0,21,53,10,27,6,10,7,24,11,13,3,5,18,16,71,8,21,10,13,8,26,10,14,7,5,19
2013,138,1431,69,1224,67,N,0,29,64,5,15,16,22,12,27,19,12,6,6,21,27,66,12,28,9,13,12,24,15,10,5,2,14
2013,140,1472,62,1431,58,N,0,22,55,9,22,11,14,11,29,11,12,4,5,20,26,54,10,27,12,16,14,22,10,15,4,3,15
2013,140,1318,72,1112,66,N,0,28,62,5,16,8,12,9,25,14,16,6,2,23,24,58,4,11,17,22,8,28,16,11,8,5,17
2013,142,1472,71,1318,65,N,0,28,60,6,17,9,14,5,30,12,9,4,5,16,25,67,6,15,12,16,15,22,10,12,7,2,20
2013,136,1164,62,1302,53,N,0,24,62,4,11,15,19,15,27,12,12,3,2,19,20,50,6,18,11,14,6,29,15,13,6,1,15
2013,136,1291,60,1256,59,N,0,23,56,7,14,13,19,5,22,9,13,7,6,20,25,57,13,28,17,22,11,31,13,13,4,3,22
2013,136,1452,69,1439,65,N,0,25,49,8,18,11,15,8,28,12,4,7,2,20,23,62,7,20,8,14,10,23,8,13,3,1,14
2013,136,1410,69,1104,67,N,0,27,58,7,16,9,15,8,20,15,17,6,7,16,26,60,5,17,16,21,11,27,12,15,5,6,15
2013,136,1476,73,1209,57,N,0,30,65,10,19,13,16,6,28,15,13,4,4,18,25,65,7,18,16,21,6,21,13,12,6,6,15
2013,136,1423,61,1267,60,N,0,23,61,7,17,11,14,10,29,15,16,5,6,21,22,60,8,20,13,18,14,20,14,14,7,6,20
2013,136,1425,76,1294,64,N,0,30,63,10,19,13,17,10,18,16,12,5,6,12,25,58,8,19,10,14,12,28,14,11,8,5,11
2013,136,1227,61,1328,59,N,0,24,59,8,19,12,17,7,31,10,9,5,6,20,26,60,9,20,15,19,4,27,13,18,3,3,13
2013,138,1227,66,1164,55,N,0,26,71,10,24,14,20,8,16,17,9,3,6,21,21,60,7,20,13,17,6,33,12,13,4,5,18
2013,138,1291,58,1425,50,N,0,20,64,7,15,9,14,6,27,9,14,7,4,16,18,53,7,15,10,14,13,32,8,14,6,0,17
2013,138,1452,50,1423,44,N,0,17,65,5,13,15,21,6,24,9,13,4,2,18,18,51,9,24,19,24,9,21,12,8,7,3,19
2013,138,1410,60,1476,56,N,0,22,60,6,16,14,19,3,26,9,12,7,0,20,21,58,12,22,9,11,8,23,12,15,5,4,19
2013,140,1227,58,1410,50,N,0,20,61,9,18,15,21,10,22,8,19,7,6,14,18,66,9,18,13,19,14,18,9,14,5,4,17
2013,140,1291,59,1452,51,N,0,22,57,7,18,7,13,10,23,12,6,7,5,14,20,54,9,21,16,21,10,22,10,13,4,5,21
2013,142,1227,62,1291,56,N,0,26,60,7,17,15,22,5,24,14,9,9,2,18,24,70,6,14,11,12,8,27,12,13,4,1,20
2013,146,1345,66,1281,61,N,0,27,51,11,24,8,12,10,24,16,9,6,3,18,19,62,7,16,12,16,6,24,12,9,5,1,23
2013,146,1472,50,1227,42,N,0,19,52,9,18,13,18,11,18,11,16,3,3,20,17,48,8,17,14,17,7,20,9,12,5,3,19
2013,148,1345,69,1472,62,N,0,25,65,9,19,13,18,9,24,10,12,7,6,13,24,60,5,11,12,18,12,30,12,14,6,5,17
2014,136,1472,62,1401,58,N,0,21,61,7,19,14,21,5,26,10,13,6,2,17,21,52,9,17,8,13,9,25,13,12,4,4,21
2014,136,1475,58,1327,55,N,0,20,55,4,13,6,13,13,24,11,14,3,5,20,19,65,10,19,12,20,8,22,10,14,5,4,17
2014,136,1384,60,1160,58,N,0,23,67,8,22,11,16,11,26,10,10,6,3,18,21,57,6,19,13,18,6,20,10,8,6,5,19
2014,136,1349,72,1348,55,N,0,28,59,6,10,19,22,12,27,17,16,7,0,19,20,61,10,23,12,17,9,22,11,10,7,2,17
2014,136,1413,75,1239,71,N,0,31,58,8,17,11,14,13,26,17,18,10,1,17,28,60,9,24,19,24,8,20,16,11,4,5,17
2014,136,1294,56,1374,52,N,0,20,55,5,15,17,21,7,28,8,15,1,2,15,19,56,12,22,14,18,8,23,11,17,2,6,12
2014,136,1425,70,1219,67,N,0,29,65,9,18,8,14,8,21,14,12,6,1,18,29,63,9,19,10,14,10,27,16,10,7,4,24
2014,136,1463,61,1224,60,N,0,23,65,5,13,11,16,7,20,18,14,8,4,17,24,61,10,24,18,24,10,24,11,7,9,5,17
2014,138,1472,64,1463,62,N,0,25,58,5,15,19,23,7,21,13,15,3,8,17,21,60,6,15,8,12,10,19,11,10,6,0,18
2014,138,1425,69,1475,57,N,0,27,68,10,19,8,12,13,25,15,12,2,5,18,21,62,5,14,10,14,9,23,16,9,7,5,20
2014,138,1294,79,1384,68,N,0,35,65,10,25,10,14,11,24,18,11,6,5,20,27,50,8,23,13,19,9,27,15,11,5,7,20
2014,138,1349,74,1413,50,N,0,28,65,15,25,16,22,9,29,18,8,6,5,23,19,59,8,15,11,14,11,24,9,11,8,2,15
2014,140,1349,77,1472,59,N,0,33,53,13,21,14,17,10,24,22,13,6,5,14,21,63,4,14,13,18,9,26,16,12,8,2,16
2014,140,1294,63,1425,62,N,0,25,51,8,17,14,19,10,22,14,11,6,4,22,21,56,9,20,13,18,8,23,11,11,6,5,26
2014,142,1349,69,1294,57,N,0,28,62,11,20,8,12,10,28,16,12,8,7,18,19,46,6,18,9,13,7,22,8,14,4,3,21
2014,136,1476,65,1267,53,N,0,29,53,10,18,16,20,10,23,12,9,7,3,10,22,70,8,17,13,17,6,27,10,12,9,2,18
2014,136,1240,69,1334,51,N,0,23,59,11,19,22,25,10,17,11,12,5,1,18,18,67,7,16,14,17,9,22,10,19,6,6,21
2014,136,1366,66,1439,62,N,0,28,57,5,14,16,21,8,25,15,15,9,7,23,24,55,8,20,13,17,12,23,13,9,5,4,15
2014,136,1353,68,1345,60,N,0,25,70,9,17,14,21,10,28,13,20,5,3,18,23,54,7,16,11,14,11,35,14,11,3,0,19
2014,136,1119,62,1316,57,N,0,24,62,6,19,17,20,12,29,12,12,8,2,19,27,51,6,19,13,16,8,30,13,9,5,6,19
2014,136,1104,60,1375,59,N,0,23,59,6,17,10,15,9,17,13,13,4,5,19,27,60,8,17,18,24,9,29,13,9,9,1,15
2014,136,1290,63,1445,58,N,0,25,56,11,20,20,26,7,24,15,10,1,5,24,24,69,6,13,13,17,8,26,15,11,5,4,14
2014,136,1393,65,1131,62,N,0,24,46,8,17,10,15,8,25,14,14,4,4,15,26,57,8,18,10,17,8,29,11,13,4,3,22
2014,138,1393,65,1476,62,N,0,25,65,4,14,14,18,7,28,12,13,6,6,15,22,58,13,24,13,19,10,31,10,11,7,5,15
2014,138,1290,61,1240,54,N,0,23,63,11,24,12,16,11,18,11,16,7,3,17,17,63,10,15,18,24,12,25,10,14,4,3,15
2014,138,1366,61,1104,53,N,0,21,55,10,19,11,16,7,28,13,15,7,4,16,19,56,6,17,16,21,7,28,12,16,6,2,16
2014,138,1353,69,1119,63,N,0,28,50,9,19,12,16,13,30,14,14,0,1,16,24,64,7,20,15,20,9,26,11,11,7,2,19
2014,140,1393,63,1353,56,N,0,24,68,9,25,14,18,10,22,12,6,5,2,17,22,60,10,23,14,18,10,26,10,14,5,5,18
2014,140,1366,66,1290,63,N,0,31,55,8,24,9,11,12,26,17,12,6,1,17,25,58,3,10,16,21,9,22,13,9,2,2,18
2014,142,1393,75,1366,68,N,0,30,61,8,19,16,20,4,19,16,14,6,2,23,23,55,8,18,14,19,13,25,13,17,4,4,16
2014,136,1158,72,1281,68,N,0,33,66,8,19,10,14,12,21,17,12,8,5,20,25,55,13,31,16,23,7,23,13,12,5,3,14
2014,136,1408,67,1291,65,N,0,28,63,11,21,20,27,10,28,19,14,5,8,18,26,64,9,21,18,21,8,19,13,10,12,0,15
2014,136,1225,54,1277,52,N,0,23,53,4,8,13,17,11,27,10,12,2,3,21,20,58,9,21,13,18,5,21,7,12,3,5,16
2014,136,1311,64,1479,63,N,0,25,62,9,23,12,17,5,23,15,11,5,7,17,23,59,12,27,10,14,6,20,12,9,8,7,17
2014,136,1426,70,1411,66,N,0,28,64,8,19,9,12,5,27,16,18,5,1,18,26,52,5,16,13,17,10,31,15,18,4,4,20
2014,136,1141,62,1431,54,N,0,28,62,7,23,12,17,8,29,16,9,6,3,18,22,58,3,13,12,15,9,28,7,11,5,7,20
2014,136,1256,75,1473,67,N,0,29,61,5,11,14,20,9,27,17,12,5,2,21,28,61,6,16,14,19,10,13,17,11,5,7,14
2014,136,1123,61,1114,56,N,0,24,57,6,14,10,15,11,14,10,13,5,3,20,25,56,7,16,12,15,7,19,16,12,9,6,19
2014,138,1158,63,1123,54,N,0,23,52,4,11,12,16,14,24,14,11,8,0,16,22,66,7,13,11,16,9,31,14,10,4,5,22
2014,138,1408,52,1256,47,N,0,20,54,8,18,16,23,11,18,12,20,2,3,20,22,70,8,17,16,20,8,20,9,7,6,6,11
2014,138,1141,68,1225,60,N,0,29,59,7,20,12,17,8,25,16,12,9,2,17,23,49,10,23,15,21,5,29,11,15,6,5,20
2014,138,1311,64,1426,63,N,0,26,58,7,17,16,21,9,24,15,5,1,1,15,27,65,6,12,12,19,6,34,11,13,9,5,19
2014,140,1311,73,1158,72,N,0,30,59,9,20,11,15,11,19,15,12,6,4,17,29,62,11,20,6,9,16,21,11,12,4,6,10
2014,140,1408,62,1141,57,N,0,23,55,7,18,7,9,7,26,13,12,6,9,18,25,57,7,19,14,16,15,24,14,11,9,4,16
2014,142,1311,66,1408,60,N,0,27,65,10,21,12,16,12,31,17,11,6,7,19,25,57,9,17,15,19,14,22,14,14,4,3,18
2014,136,1318,69,1190,68,N,0,25,59,8,19,13,17,6,20,15,10,7,6,24,27,59,10,25,14,21,7,25,13,10,7,2,13
2014,136,1410,80,1179,59,N,0,33,75,8,16,21,25,8,22,19,11,3,2,19,25,59,7,18,8,15,11,26,12,15,5,3,18
2014,136,1328,64,1466,59,N,0,24,70,11,22,14,18,11,27,14,15,4,6,22,23,62,5,14,8,14,9,25,13,10,5,6,13
2014,136,1263,61,1249,60,N,0,21,63,8,19,11,13,9,26,11,10,4,2,16,24,61,11,27,12,17,8,21,12,17,8,6,16
2014,136,1403,68,1286,67,N,0,25,58,6,17,15,19,11,25,11,13,6,2,19,28,52,7,17,17,21,4,22,19,8,7,3,20
2014,136,1209,73,1233,68,N,0,26,56,9,22,15,19,11,21,11,13,7,5,13,24,59,7,19,11,17,1,22,12,17,6,4,16
2014,136,1379,68,1454,66,N,0,29,71,8,18,10,14,9,25,19,12,6,7,13,27,67,9,20,11,15,11,21,18,12,6,2,20
2014,136,1284,59,1202,57,N,0,23,55,10,23,15,20,7,24,14,10,6,3,22,23,64,10,24,13,16,7,19,11,11,5,3,13
2014,138,1318,64,1284,60,N,0,28,55,7,17,12,17,5,23,14,12,6,2,18,24,53,13,29,15,20,7,27,16,12,7,9,18
2014,138,1410,66,1379,59,N,0,28,55,9,22,12,17,6,27,14,22,6,5,15,26,63,9,21,8,13,9,18,15,13,6,5,11
2014,138,1209,54,1328,49,N,0,22,55,7,18,12,20,11,24,9,9,6,5,16,14,61,12,23,13,15,8,20,6,12,10,4,21
2014,138,1263,70,1403,59,N,0,27,64,11,19,14,19,10,28,15,13,4,2,14,20,56,7,21,10,15,8,16,10,4,6,3,17
2014,140,1263,55,1318,48,N,0,20,52,5,11,17,23,12,23,10,12,2,3,22,21,52,8,20,12,15,6,18,10,14,9,2,19
2014,140,1410,71,1209,68,N,0,26,53,7,15,14,20,7,22,13,11,4,3,11,28,49,8,21,7,11,12,21,14,12,5,3,23
2014,142,1263,73,1410,65,N,0,32,69,9,20,14,17,7,21,14,14,8,3,16,23,59,8,18,12,16,5,25,12,10,9,4,25
2014,146,1349,69,1393,54,N,0,28,65,12,21,9,13,7,25,16,11,6,0,20,18,60,6,18,18,21,5,21,11,16,3,1,18
2014,146,1311,64,1263,55,N,0,26,52,11,29,14,21,18,25,14,8,5,5,20,19,57,9,20,15,18,10,21,9,11,2,5,22
2014,148,1349,76,1311,59,N,0,32,56,13,24,16,19,10,19,20,15,7,5,17,26,61,6,15,14,19,3,25,13,16,5,0,20
2015,136,1169,60,1328,59,N,0,27,56,6,16,12,19,9,23,15,13,6,4,23,24,63,9,19,11,16,14,21,12,11,5,4,20
2015,136,1290,76,1285,64,N,0,33,61,8,21,8,11,9,25,17,10,5,3,16,25,56,8,21,12,16,6,19,14,15,5,6,13
2015,136,1349,74,1267,53,N,0,30,70,13,21,18,21,8,23,18,21,5,2,17,20,61,6,18,10,15,12,25,12,13,7,3,20
2015,136,1466,65,1426,63,N,0,21,68,9,19,11,17,7,11,13,10,5,1,17,27,62,5,16,13,19,10,17,11,10,4,4,17
2015,136,1423,67,1179,62,N,0,24,60,5,14,15,19,13,26,13,10,4,0,14,18,71,7,17,13,18,13,22,9,12,4,1,21
2015,136,1375,72,1117,58,N,0,27,48,9,20,12,15,13,26,14,7,6,3,22,22,59,9,22,10,15,13,27,9,13,8,4,21
2015,136,1277,68,1316,66,N,0,31,65,10,23,12,18,10,24,17,8,8,5,18,24,55,6,14,14,22,5,28,15,12,3,3,20
2015,136,1318,75,1191,69,N,0,29,62,9,20,17,22,14,28,17,7,5,1,21,24,72,4,15,9,11,5,28,14,20,7,1,16
2015,138,1169,60,1318,51,N,0,23,72,9,23,15,19,10,25,10,14,4,6,18,20,64,5,17,9,15,6,30,8,7,2,1,18
2015,138,1290,69,1277,68,N,0,26,59,10,21,19,25,8,29,15,16,3,4,23,26,55,13,24,12,15,8,23,16,9,3,1,15
2015,138,1349,68,1375,48,N,0,27,54,8,16,9,11,12,26,9,7,6,5,14,21,70,10,22,9,18,12,27,10,16,4,4,18
2015,138,1466,71,1423,70,N,0,28,66,8,18,15,21,19,29,16,16,6,6,16,27,53,6,15,5,6,10,25,14,13,6,2,9
2015,140,1169,66,1466,64,N,0,26,63,6,17,11,17,3,19,11,15,7,3,18,29,57,8,17,11,15,12,24,16,15,8,8,19
2015,140,1349,75,1290,55,N,0,29,58,7,13,14,19,7,22,13,15,6,1,23,22,61,11,22,21,26,9,27,14,10,6,1,16
2015,142,1349,65,1169,44,N,0,27,65,10,15,10,14,12,25,16,13,4,3,11,16,75,8,20,10,15,9,25,9,15,5,1,18
2015,136,1353,62,1479,59,N,0,21,62,8,18,12,16,3,24,8,12,5,2,19,26,56,11,27,13,19,7,21,13,9,7,3,15
2015,136,1239,74,1258,61,N,0,28,38,13,24,15,20,5,25,15,11,5,3,25,20,55,11,24,14,19,11,21,12,13,5,1,19
2015,136,1431,71,1463,66,N,0,29,56,6,12,8,13,10,20,16,16,5,1,16,28,63,6,14,16,22,11,31,17,18,7,2,17
2015,136,1374,57,1263,53,N,0,22,67,8,16,15,20,11,35,13,11,5,0,16,20,59,7,18,9,13,8,27,9,12,8,2,12
2015,136,1164,66,1202,63,N,0,21,70,8,20,10,13,11,26,11,12,2,5,18,25,57,10,23,7,13,14,26,14,16,6,6,17
2015,136,1240,76,1413,71,N,0,25,63,13,20,15,19,8,18,13,7,7,1,15,27,63,10,21,16,20,6,27,17,13,3,4,15
2015,136,1348,60,1425,54,N,0,25,62,10,22,15,19,7,18,11,11,7,2,14,23,64,10,18,18,25,14,28,8,11,5,5,17
2015,136,1158,70,1181,64,N,0,29,55,8,22,17,22,13,20,16,15,4,6,20,24,62,8,21,17,22,7,23,12,12,8,4,13
2015,138,1353,71,1158,60,N,0,31,66,8,19,14,19,12,28,17,9,6,0,25,24,57,11,25,15,21,7,20,13,14,5,4,19
2015,138,1239,72,1348,71,N,0,26,59,10,20,18,24,5,17,12,20,3,7,15,25,61,9,19,12,17,7,28,17,12,3,4,14
2015,138,1240,72,1431,58,N,0,28,52,10,16,18,22,8,29,14,11,6,2,15,22,69,8,22,11,14,7,23,13,15,4,2,20
2015,138,1164,59,1374,53,N,0,24,62,5,13,13,18,10,28,16,15,8,2,21,19,57,9,19,9,13,8,34,11,10,6,5,15
2015,140,1353,56,1164,47,N,0,21,67,7,19,17,20,8,24,10,12,0,7,17,16,65,7,19,11,17,13,28,8,12,8,4,17
2015,140,1240,66,1239,57,N,0,26,60,12,19,14,17,11,25,16,14,3,1,13,23,58,5,14,13,16,14,25,14,13,5,3,12
2015,142,1240,80,1353,64,N,0,33,66,9,13,17,20,10,23,13,14,8,1,17,27,63,8,17,17,23,12,29,14,7,4,8,14
2015,136,1224,57,1408,53,N,0,22,58,10,21,13,18,12,30,12,7,8,3,19,18,47,12,22,12,18,11,26,9,11,10,3,16
2015,136,1379,64,1393,61,N,0,23,55,8,15,19,25,13,25,13,13,1,3,18,25,53,9,23,13,19,7,20,16,14,5,2,13
2015,136,1424,66,1411,65,N,0,23,65,10,22,14,17,14,24,13,8,4,6,16,23,60,4,9,19,26,14,25,9,13,3,3,21
2015,136,1219,64,1327,57,N,0,28,58,11,22,12,15,11,24,14,12,4,5,17,22,54,11,21,13,19,15,28,13,11,8,4,14
2015,136,1410,69,1131,60,N,0,25,60,6,15,13,18,12,26,15,14,6,4,18,22,52,9,23,14,16,9,22,8,14,3,1,18
2015,136,1284,66,1291,59,N,0,26,52,9,26,13,18,8,24,12,17,4,0,23,25,62,9,20,16,21,9,20,11,13,5,7,16
2015,136,1401,72,1119,69,N,0,26,52,6,15,17,22,14,21,13,13,4,6,14,31,56,7,21,11,16,8,24,15,9,2,3,16
2015,136,1345,62,1114,48,N,0,23,68,10,19,12,15,6,18,12,14,3,2,11,20,65,6,18,10,14,11,28,10,13,3,5,21
2015,138,1345,62,1224,54,N,0,25,59,12,24,17,22,11,23,14,10,6,2,22,20,55,7,17,8,12,13,21,9,16,7,2,16
2015,138,1401,69,1379,66,N,0,28,58,12,23,8,11,14,21,15,8,6,0,15,29,51,6,17,14,18,5,24,17,14,9,2,19
2015,138,1284,67,1424,65,N,0,30,66,9,21,11,15,10,22,20,13,4,0,15,25,58,7,18,12,15,8,30,15,13,4,2,15
2015,138,1219,72,1410,69,N,0,27,47,9,19,13,17,11,25,11,17,4,5,17,28,70,3,10,14,19,11,21,14,13,6,2,15
2015,140,1345,57,1219,56,N,0,22,45,13,25,11,14,13,24,16,9,8,2,20,24,53,8,17,18,23,7,26,13,14,8,3,21
2015,140,1284,54,1401,49,N,0,17,60,7,16,15,22,7,19,8,16,0,7,17,20,64,8,21,17,22,13,24,11,13,8,5,21
2015,142,1284,66,1345,62,N,0,26,45,6,15,12,16,11,21,15,19,6,7,19,24,67,15,29,7,10,13,16,12,8,2,3,16
2015,136,1450,51,1476,49,N,0,18,59,6,20,17,22,10,26,15,11,3,2,17,20,57,10,21,16,19,5,30,12,11,4,3,18
2015,136,1281,62,1383,53,N,0,25,70,8,20,10,16,12,18,17,13,8,2,19,18,77,6,16,13,18,8,28,10,12,5,3,17
2015,136,1227,73,1421,65,N,0,26,59,6,17,18,25,7,25,14,7,4,2,17,24,58,6,20,13,18,8,22,12,12,5,4,18
2015,136,1256,66,1472,61,N,0,23,75,7,15,9,11,13,37,15,15,7,3,16,26,67,7,16,10,16,11,22,11,16,9,0,21
2015,136,1111,66,1445,57,N,0,30,73,6,16,16,23,8,26,19,16,9,1,18,22,61,9,19,16,22,12,29,12,11,7,4,11
2015,136,1439,72,1294,62,N,0,30,69,6,20,12,15,12,28,15,19,6,3,19,25,64,9,22,13,17,13,24,13,10,4,8,24
2015,136,1311,59,1455,55,N,0,28,58,8,17,14,16,10,23,17,15,5,0,11,20,57,7,17,20,25,8,28,10,14,7,3,14
2015,136,1104,61,1249,52,N,0,22,59,7,21,11,17,10,28,12,15,8,3,16,20,60,5,16,14,20,11,27,11,11,5,6,14
2015,138,1450,68,1104,60,N,0,27,53,6,19,10,16,14,26,17,13,4,5,21,21,59,9,20,12,16,16,23,9,13,3,7,14
2015,138,1311,58,1281,57,N,0,23,65,6,13,14,19,13,28,12,20,3,3,20,20,56,11,25,9,14,9,28,10,18,5,2,21
2015,138,1227,64,1439,56,N,0,22,61,9,21,14,19,13,25,12,12,4,7,17,23,54,8,18,11,13,5,22,12,9,7,4,14
2015,138,1256,61,1111,51,N,0,25,63,13,26,9,13,8,22,15,13,10,6,19,21,44,7,22,10,13,7,23,11,15,5,5,17
2015,140,1450,63,1256,62,N,0,23,63,12,26,11,13,6,22,11,4,8,4,15,24,54,8,17,16,22,14,22,13,11,6,2,10
2015,140,1227,57,1311,52,N,0,24,53,9,19,12,18,7,18,14,7,8,7,20,21,69,8,23,21,28,9,27,9,17,5,0,16
2015,142,1450,68,1227,64,N,0,30,54,4,12,10,16,9,22,14,12,5,4,15,23,59,5,15,11,15,10,23,11,12,7,1,15
2015,146,1349,59,1240,58,N,0,20,65,12,19,13,16,6,21,8,16,9,0,13,21,52,14,23,13,16,11,26,10,12,5,0,20
2015,146,1450,66,1284,59,N,0,28,54,6,17,16,21,4,29,13,9,4,4,20,20,69,8,21,19,26,14,30,11,12,1,0,17
2015,148,1349,73,1450,48,N,0,30,54,13,21,10,15,6,29,14,14,8,3,19,20,62,9,23,15,20,9,23,14,14,8,2,20
2016,136,1479,71,1419,67,N,0,28,59,8,18,12,17,6,23,14,12,2,2,17,24,62,8,21,11,16,10,27,13,9,1,2,14
2016,136,1131,75,1239,67,N,0,27,58,12,24,12,15,9,20,11,11,7,4,19,25,54,10,20,11,16,11,24,11,14,4,1,18
2016,136,1411,64,1119,61,N,0,26,75,6,17,12,17,9,23,15,15,8,4,20,24,55,7,16,9,13,8,21,17,14,5,4,18
2016,136,1374,70,1136,64,N,0,32,56,8,16,8,12,7,26,18,12,4,6,21,23,59,6,13,19,23,7,21,10,15,4,4,18
2016,136,1281,67,1204,63,N,0,27,67,11,25,12,15,12,28,15,13,7,3,22,25,57,6,16,10,16,9,25,14,15,4,5,14
2016,136,1383,63,1452,58,N,0,26,70,6,17,16,20,9,28,14,13,5,3,15,24,55,9,16,10,14,9,27,16,8,8,1,14
2016,136,1408,50,1410,41,N,0,17,69,8,20,13,18,16,17,10,12,8,3,18,14,64,10,21,12,16,11,22,12,12,8,4,20
2016,136,1265,66,1158,63,N,0,27,48,7,17,13,17,14,26,16,9,7,1,18,24,51,11,23,7,10,8,24,14,14,4,6,18
